file,import-purity,decode-never-cast,effects-are-values,no-third-party-di,no-third-party-stream,typed-errors-never-throw,pure-core-one-path,platform-io-boundary,no-class-as-service,composition-root-uniqueness,target-idiom-adoption,package-identity,capability-cohesion,dependency-direction,deletability,gate-reach
packages/testing/mutation/stryker-js/mutation-run/src/logging/logging-server.ts,clean,clean,SURVIVED F12 class :50,clean,clean,SURVIVED F15 class :55,"SURVIVED F16 class :54,28",clean,"SURVIVED F18 class :17,35",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/logging/logging-sink.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/logging/priority.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/logging/provide-logging.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :19","SURVIVED F12 class :39,60","SURVIVED F13 class :3,2,24,28",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class :19",clean
packages/testing/mutation/stryker-js/mutation-run/src/mutants/diff-statistics-collector.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :15,20,24",clean,"SURVIVED F18 class :1,10,2,3",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/mutants/incremental-differ.ts,SURVIVED :26 (F5),clean,clean,"SURVIVED F13 class :13,59,60,61",clean,clean,"SURVIVED F16 class :125,140,164,166",clean,"SURVIVED F18 class :50,82,185,409",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/mutants/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/mutants/mutant-test-planner.ts,clean,clean,"SURVIVED F12 class :73,264,288","SURVIVED F13 class :13,47,48",clean,clean,"SURVIVED F16 class :84,97,215,240",clean,SURVIVED F18 class :39,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/mutants/test-coverage.ts,clean,clean,clean,"SURVIVED F13 class :3,122",clean,clean,"SURVIVED F16 class :78,81,88,90",clean,"SURVIVED F18 class :9,91",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/output-mode.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/plugins/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/plugins/injection-tokens.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/plugins/plugin-creator.ts,clean,clean,clean,"SURVIVED F13 class :15,3,5,23",clean,"SURVIVED F15 class :58,76,83","SURVIVED F16 class :47,68,72",clean,SURVIVED F18 class :20,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/plugins/plugin-loader.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/plugins/plugin-loader.ts,clean,clean,"SURVIVED F12 class :69,112,179,206","SURVIVED F13 class :8,55,55",clean,"SURVIVED F15 class :187,193,214,237","SURVIVED F16 class :91,95,102,116",clean,"SURVIVED F18 class :54,202",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/file-system.ts,clean,clean,"SURVIVED F12 class :42,46,50,54",SURVIVED F13 class :6,"SURVIVED F14 class :5,5,18,24","SURVIVED F15 class :101,103",clean,clean,SURVIVED F18 class :15,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/incremental-report.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/project-file.ts,clean,clean,"SURVIVED F12 class :28,40,48,55",clean,clean,"SURVIVED F15 class :60,57,59","SURVIVED F16 class :29,49,56,62",clean,SURVIVED F18 class :15,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/project-reader.ts,clean,clean,"SURVIVED F12 class :92,327,366,403","SURVIVED F13 class :12,57,58,55",clean,"SURVIVED F15 class :409,452","SURVIVED F16 class :121,128,161,166",clean,"SURVIVED F18 class :47,299,301,303",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/project/project.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :29,46,56,91",clean,"SURVIVED F18 class :14,23,44",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/reporting/broadcast-reporter.ts,clean,clean,"SURVIVED F12 class :92,133","SURVIVED F13 class :10,3,18,20",clean,"SURVIVED F15 class :101,103","SURVIVED F16 class :55,76,77,95",clean,"SURVIVED F18 class :16,91",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/reporting/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/reporting/mutation-test-report-helper.ts,clean,clean,"SURVIVED F12 class :183,252,282,309","SURVIVED F13 class :14,77,79,75",clean,"SURVIVED F15 class :297,337,427,434","SURVIVED F16 class :187,227,228,294",clean,"SURVIVED F18 class :74,281,300,308",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/reporting/strict-reporter.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-event.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/1-prepare-executor.ts,clean,clean,SURVIVED F12 class :60,"SURVIVED F13 class :3,47,52,60",clean,SURVIVED F15 class :116,SURVIVED F16 class :115,SURVIVED F17 class :6,SURVIVED F18 class :45,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/2-mutant-instrumenter-executor.ts,clean,clean,SURVIVED F12 class :65,"SURVIVED F13 class :8,34,53,55",clean,SURVIVED F15 class :130,"SURVIVED F16 class :129,127",SURVIVED F17 class :16,"SURVIVED F18 class :51,76",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/3-dry-run-executor.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :190","SURVIVED F12 class :72,135","SURVIVED F13 class :5,53,54,55","SURVIVED F14 class :18,18,84","SURVIVED F15 class :90,117,130","SURVIVED F16 class :89,115,136,187",clean,SURVIVED F18 class :51,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/4-mutation-test-executor.ts,clean,clean,SURVIVED F12 class :76,"SURVIVED F13 class :11,55,56,48","SURVIVED F14 class :14,15,14,96",clean,"SURVIVED F16 class :77,84,242,243",clean,"SURVIVED F18 class :47,185",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/run-stages/map.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :10,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/create-preprocessor.ts,clean,clean,clean,"SURVIVED F13 class :1,12,14",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/disable-type-checks-preprocessor.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :19",SURVIVED F12 class :34,"SURVIVED F13 class :6,24,25",clean,"SURVIVED F15 class :40,50","SURVIVED F16 class :39,51,71",clean,"SURVIVED F18 class :22,57",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/file-preprocessor.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :5",SURVIVED F12 class :9,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/multi-preprocessor.ts,clean,clean,SURVIVED F12 class :8,clean,clean,clean,SURVIVED F16 class :9,clean,SURVIVED F18 class :5,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/parse-config-helper.ts,clean,clean,clean,clean,clean,"SURVIVED F15 class :34,38",SURVIVED F16 class :46,clean,SURVIVED F18 class :37,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/parse-config.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :7,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/resolve-reference-helper.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/sandbox.ts,clean,clean,"SURVIVED F12 class :22,51,134,154","SURVIVED F13 class :6,96,97",clean,SURVIVED F15 class :143,"SURVIVED F16 class :28,32,62,65","SURVIVED F17 class :8,9",SURVIVED F18 class :82,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/temporary-directory.ts,clean,clean,"SURVIVED F12 class :24,47","SURVIVED F13 class :7,6,14,15",clean,"SURVIVED F15 class :41,53,58,63","SURVIVED F16 class :34,48,67",clean,SURVIVED F18 class :9,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/sandbox/ts-config-preprocessor.ts,clean,clean,"SURVIVED F12 class :45,61,99,122","SURVIVED F13 class :5,37,38",clean,clean,"SURVIVED F16 class :46,62,65,71",clean,SURVIVED F18 class :34,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/stryker-package.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/stryker-package.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/stryker.ts,clean,clean,"SURVIVED F12 class :64,114","SURVIVED F13 class :3,2,3,61",clean,"SURVIVED F15 class :66,122,134,153","SURVIVED F16 class :161,177,187",clean,SURVIVED F18 class :51,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/child-process-test-runner-proxy.ts,clean,clean,"SURVIVED F12 class :58,62,66,69",clean,clean,clean,SURVIVED F16 class :78,clean,SURVIVED F18 class :28,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/child-process-test-runner-worker.ts,clean,clean,"SURVIVED F12 class :30,34,40,46","SURVIVED F13 class :2,22,22",clean,clean,"SURVIVED F16 class :35,41,48,56",clean,SURVIVED F18 class :19,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/command-test-runner.ts,clean,clean,"SURVIVED F12 class :70,79,85,94",clean,clean,"SURVIVED F15 class :72,112","SURVIVED F16 class :71,108,163,195",clean,"SURVIVED F18 class :36,55",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/index.ts,clean,clean,clean,"SURVIVED F13 class :3,20,21,24",clean,clean,SURVIVED F16 class :37,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/max-test-runner-reuse-decorator.ts,clean,clean,"SURVIVED F12 class :27,37",clean,clean,clean,SURVIVED F16 class :29,clean,"SURVIVED F18 class :14,15,19",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/mutant-coverage.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/reload-environment-decorator.ts,clean,clean,"SURVIVED F12 class :21,28,35",clean,clean,clean,"SURVIVED F16 class :22,37,43,53",clean,"SURVIVED F18 class :17,19,38,52",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/retry-rejected-decorator.ts,clean,clean,"SURVIVED F12 class :32,44,60",clean,clean,"SURVIVED F15 class :62,64","SURVIVED F16 class :34,46,61,65",clean,"SURVIVED F18 class :24,27,57,58",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/test-runner-decorator.ts,clean,clean,"SURVIVED F12 class :13,16,19",clean,clean,clean,clean,clean,SURVIVED F18 class :12,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/test-runner/timeout-decorator.ts,clean,clean,"SURVIVED F12 class :26,37,51,65",clean,clean,clean,"SURVIVED F16 class :28,39,57",clean,"SURVIVED F18 class :18,21,50",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/timer.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :29,47",clean,SURVIVED F18 class :5,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/unexpected-exit-handler.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :14,SURVIVED F19 class :9,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/verdict-envelope.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :122,141,142,156",clean,"SURVIVED F18 class :114,149",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/child-process-crashed-error.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :3,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/child-process-proxy-worker-main.ts,clean,clean,clean,"SURVIVED F13 class :1,1,12",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/child-process-proxy-worker.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :91,96",SURVIVED F12 class :234,"SURVIVED F13 class :7,3,7,63",clean,"SURVIVED F15 class :73,143,191,111","SURVIVED F16 class :72,75,81,142",clean,SURVIVED F18 class :57,clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class :91,96",clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/child-process-proxy.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :382",SURVIVED F12 class :365,"SURVIVED F13 class :10,10,118",clean,"SURVIVED F15 class :148,372","SURVIVED F16 class :147,169,181,211",clean,"SURVIVED F18 class :46,54,58,168",clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class :382",clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/concurrency-token-provider.ts,clean,clean,clean,"SURVIVED F13 class :7,5,19,20","SURVIVED F14 class :6,6,12,14",clean,"SURVIVED F16 class :32,57,59,74",clean,"SURVIVED F18 class :9,96",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/id-generator.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :1,2",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/json-rpc-event-deserializer.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :13,25,38,37",clean,SURVIVED F18 class :5,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/kill.ts,clean,clean,SURVIVED F12 class :3,clean,clean,clean,"SURVIVED F16 class :5,12",SURVIVED F17 class :1,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/message-protocol.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/message-protocol.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/out-of-memory-error.ts,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F18 class :3,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/pool.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :216","SURVIVED F12 class :29,99,184,209",SURVIVED F13 class :16,"SURVIVED F14 class :15,4,7,8","SURVIVED F15 class :74,78","SURVIVED F16 class :153,210",clean,"SURVIVED F18 class :57,110,37,48",clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class :216",clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/resource-decorator.ts,clean,clean,"SURVIVED F12 class :12,16,23",clean,clean,clean,clean,clean,SURVIVED F18 class :3,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/string-builder.ts,clean,clean,clean,clean,clean,clean,"SURVIVED F16 class :16,14",clean,"SURVIVED F18 class :6,7",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/string-utils.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/src/worker-pool/subject-module.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :9,20",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tests/__fixtures__/option-document.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tests/__fixtures__/protocol-round-trip-subject.mjs,clean,clean,clean,"SURVIVED F13 class :6,22",clean,clean,clean,clean,SURVIVED F18 class :21,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tests/child-process-proxy-worker-bootstrap.integration.test.ts,clean,clean,"SURVIVED F12 class :71,93,134,150",SURVIVED F13 class :224,clean,"SURVIVED F15 class :98,114,120,126","SURVIVED F16 class :76,107,112,119","SURVIVED F17 class :23,24,20,21",SURVIVED F18 class :96,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tests/exit-code.integration.test.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tests/verdict-envelope.integration.test.ts,clean,clean,clean,clean,clean,clean,SURVIVED F16 class :286,clean,"SURVIVED F18 class :28,39,48",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/tsdown.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/vitest.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/mutation-run/vitest.stryker.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/oxlint.config.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,SURVIVED F30 class :1
packages/testing/mutation/stryker-js/plugin-api/src/check/CheckResult.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/check/CheckStatus.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :2,3",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/check/Checker.ts,clean,clean,"SURVIVED F12 class :6,13,21",clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/check/MutantStatus.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :2,3,4,5",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/check/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/FileDescription.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/Instrument.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/Location.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/Mutant.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/MutantCoverage.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/MutantTestPlan.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :19,23",clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/MutationRange.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/Position.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/ReportTypes.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/StrykerCoreSchema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/StrykerOptions.schema.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/core/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F21 class,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/evaluate/Evaluator.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/evaluate/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/ignore/Ignorer.ts,clean,"SURVIVED F10,F11,F25,F26,F28 class :1",clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,"SURVIVED F24,F29 class :1",clean
packages/testing/mutation/stryker-js/plugin-api/src/ignore/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/logging/Logger.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/logging/LoggerFactoryMethod.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/logging/index.ts,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/plugin/Contexts.ts,clean,clean,clean,"SURVIVED F13 class :4,10,11,19",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/plugin/PluginKind.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :5,6,7,8",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/plugin/Plugins.ts,clean,clean,clean,"SURVIVED F13 class :1,1,17,18",clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/plugin/Scope.ts,clean,clean,clean,clean,clean,clean,clean,clean,"SURVIVED F18 class :2,3",clean,clean,clean,SURVIVED F22 class,clean,clean,clean
packages/testing/mutation/stryker-js/plugin-api/src/plugin/Tokens.ts,clean,clean,clean,SURVIVED F13 class :15,clean,clean,clean,clean,clean,clean,clean,clean,SURVIVED F22 class,clean,clean,clean
